id,date,hour,datetime,ecs_az,topshut,botshut,eastVent,westVent,pwfs2_see,windSpeed,windDir,p2_mean,Error,Adjusted Timestamp,dateB,hourB,datetimeB,mcs_el_pos,zenith_angle,AM
9459,2022-03-26 00:00:00,05:19:13,44646.22168,56.4,103.6,10.4,30.0,85.0,0.38,2.9,299.5,0.3875,60.0,2022-03-26 05:19:43,3/26/22,5:19:28,44646.22186000001,48.32,41.68,1.3389204771162013
9463,2022-03-26 00:00:00,05:21:14,44646.22308,56.4,103.6,10.4,30.0,85.0,0.37,3.2,298.5,0.41,60.0,2022-03-26 05:21:44,3/26/22,5:21:28,44646.22325,48.67,41.33,1.3317025224830874
9467,2022-03-26 00:00:00,05:23:15,44646.22448,56.4,103.6,10.4,30.0,85.0,0.42,3.2,297.5,0.4225,60.0,2022-03-26 05:23:45,3/26/22,5:23:28,44646.22464,49.03,40.97,1.324410359653048
9471,2022-03-26 00:00:00,05:25:15,44646.22587,55.65,103.6,10.4,30.0,85.0,0.3,3.3,300.5,0.325,60.0,2022-03-26 05:25:45,3/26/22,5:25:28,44646.22603,49.38,40.62,1.3174465127915695
9475,2022-03-26 00:00:00,05:27:16,44646.22727,54.9,103.6,10.4,30.0,85.0,0.45,3.3,300.5,0.4525,60.0,2022-03-26 05:27:46,3/26/22,5:27:29,44646.22742,49.73,40.27,1.3106041657837981
9479,2022-03-26 00:00:00,05:29:17,44646.22867,54.1,103.6,10.4,30.0,85.0,0.34,3.3,300.0,0.3975,60.0,2022-03-26 05:29:47,3/26/22,5:29:29,44646.22881,50.08,39.92,1.3038809285711968
9483,2022-03-26 00:00:00,05:31:17,44646.23006,53.3,103.6,10.4,30.0,85.0,0.38,2.9,301.5,0.47,60.0,2022-03-26 05:31:47,3/26/22,5:31:29,44646.2302,50.43,39.57,1.297274479469181
9487,2022-03-26 00:00:00,05:33:18,44646.23146,53.3,103.6,10.4,30.0,85.0,0.41,2.9,300.5,0.36,60.0,2022-03-26 05:33:48,3/26/22,5:33:29,44646.23159,50.77,39.23,1.2909664768734053
9491,2022-03-26 00:00:00,05:35:19,44646.23286,53.3,103.6,10.4,30.0,85.0,0.44,2.8,293.0,0.3975,60.0,2022-03-26 05:35:49,3/26/22,5:35:28,44646.23297,51.11,38.89,1.2847645451608831
9495,2022-03-26 00:00:00,05:37:19,44646.23425,51.6,103.6,10.4,30.0,85.0,0.32,2.8,295.5,0.3325,60.0,2022-03-26 05:37:49,3/26/22,5:37:28,44646.23436,51.45,38.55,1.2786667292116183
9499,2022-03-26 00:00:00,05:39:20,44646.23565,51.6,103.6,10.4,30.0,85.0,0.31,2.8,293.0,0.3125,60.0,2022-03-26 05:39:50,3/26/22,5:39:28,44646.23575,51.78,38.22,1.2728460268659467
9503,2022-03-26 00:00:00,05:41:21,44646.23705,50.75,103.6,10.4,30.0,85.0,0.3,2.8,293.0,0.3275,60.0,2022-03-26 05:41:50,3/26/22,5:41:28,44646.23714,52.12,37.88,1.2669478621883945
9507,2022-03-26 00:00:00,05:43:21,44646.23844,49.9,103.6,10.4,30.0,85.0,0.26,2.8,293.5,0.3150000000000001,60.0,2022-03-26 05:43:51,3/26/22,5:43:28,44646.23853,52.45,37.55,1.2613174964878904
9511,2022-03-26 00:00:00,05:45:22,44646.23984,49.9,103.6,10.4,30.0,85.0,0.34,2.7,294.5,0.3775000000000001,60.0,2022-03-26 05:45:52,3/26/22,5:45:29,44646.23992,52.77,37.23,1.255944950276593
9515,2022-03-26 00:00:00,05:47:23,44646.24124,48.2,103.6,10.4,30.0,85.0,0.36,2.7,296.5,0.3725000000000001,60.0,2022-03-26 05:47:52,3/26/22,5:47:29,44646.24131000001,53.09,36.91,1.2506568243135125
9519,2022-03-26 00:00:00,05:49:23,44646.24263,48.2,103.6,10.4,30.0,85.0,0.33,2.7,295.5,0.3125,60.0,2022-03-26 05:49:53,3/26/22,5:49:29,44646.2427,53.41,36.59,1.245451728861793
9523,2022-03-26 00:00:00,05:51:24,44646.24403,47.35,103.6,10.4,30.0,85.0,0.3,2.8,298.5,0.3333333333333333,60.0,2022-03-26 05:51:54,3/26/22,5:51:29,44646.24409,53.73,36.27,1.2403283087917363
9526,2022-03-26 00:00:00,05:52:54,44646.24508,46.5,103.6,10.4,30.0,85.0,0.33,2.8,300.5,0.2825,60.0,2022-03-26 05:53:54,3/26/22,5:52:48,44646.245,54.04,35.96,1.2354416349852597
9530,2022-03-26 00:00:00,05:54:55,44646.24647,46.5,103.6,10.4,30.0,85.0,0.27,2.8,298.5,0.28750000000000003,60.0,2022-03-26 05:55:55,3/26/22,5:54:48,44646.24639,54.35,35.65,1.2306291989772002
9534,2022-03-26 00:00:00,05:56:55,44646.24787,46.5,103.6,10.4,30.0,85.0,0.32,2.8,302.5,0.3125,60.0,2022-03-26 05:57:56,3/26/22,5:56:48,44646.24778,54.66,35.34,1.2258898564543625
9538,2022-03-26 00:00:00,05:58:56,44646.24926,44.8,103.6,10.4,30.0,85.0,0.27,2.8,301.5,0.2733333333333334,60.0,2022-03-26 05:59:56,3/26/22,5:58:48,44646.24917,54.96,35.04,1.22137193824523
9541,2022-03-26 00:00:00,23:39:30,44646.98577,71.4,100.3,0.0,85.0,85.0,0.58,5.0,271.0,0.58,60.0,2022-03-26 23:39:30,3/26/22,23:39:29,44646.98576,73.53,16.47,1.0427873224865918
9543,2022-03-26 00:00:00,23:42:01,44646.98752,71.4,100.3,0.0,85.0,85.0,0.68,5.0,229.5,0.73,60.0,2022-03-26 23:42:01,3/26/22,23:42:12,44646.98764,74.13,15.870000000000005,1.0396257271307308
9545,2022-03-26 00:00:00,23:43:43,44646.9887,67.6,100.3,0.0,85.0,85.0,0.89,5.0,266.5,0.79,60.0,2022-03-26 23:43:43,3/26/22,23:43:29,44646.98854,74.34,15.659999999999997,1.0385505535449304
9548,2022-03-26 00:00:00,23:45:14,44646.98975,67.6,100.3,0.0,85.0,85.0,0.75,3.9,268.0,0.7575,60.0,2022-03-26 23:45:44,3/26/22,23:45:16,44646.98977,74.74,15.260000000000005,1.036547201578545
9552,2022-03-26 00:00:00,23:47:15,44646.99115,67.6,100.3,0.0,85.0,85.0,0.94,3.9,280.0,0.765,60.0,2022-03-26 23:47:45,3/26/22,23:47:16,44646.99116000001,75.14,14.86,1.0346018915718747
9556,2022-03-26 00:00:00,23:49:15,44646.99254,67.6,100.3,0.0,85.0,85.0,0.78,3.9,277.0,0.7050000000000001,60.0,2022-03-26 23:49:45,3/26/22,23:49:16,44646.99255,75.53,14.469999999999999,1.0327606057478989
9560,2022-03-26 00:00:00,23:51:16,44646.99394,67.6,100.3,0.0,85.0,85.0,0.61,1.5,306.5,0.8049999999999999,60.0,2022-03-26 23:51:46,3/26/22,23:51:16,44646.99394,75.93,14.069999999999993,1.0309284314459288
9564,2022-03-26 00:00:00,23:53:17,44646.99534,65.5,100.3,0.0,85.0,85.0,0.86,1.5,310.5,0.7933333333333333,60.0,2022-03-26 23:53:47,3/26/22,23:53:15,44646.99532,76.32,13.680000000000007,1.0291965218141115
9567,2022-03-26 00:00:00,23:58:17,44646.99881000001,89.0,100.3,0.0,85.0,85.0,0.97,3.4,252.5,0.895,60.0,2022-03-26 23:58:17,3/26/22,23:58:16,44646.9988,58.01,31.990000000000002,1.1790498338205804
9569,2022-03-26 00:00:00,23:59:17,44646.99951,89.0,100.3,0.0,85.0,85.0,1.07,3.4,277.5,1.0,60.0,2022-03-26 23:59:47,3/26/22,23:59:15,44646.99949,58.22,31.78,1.176364599891806
9573,2022-03-27 00:00:00,00:01:17,44647.0009,89.0,100.3,0.0,85.0,85.0,1.11,2.1,272.0,1.01,60.0,2022-03-27 00:01:48,3/27/22,0:01:16,44647.00088,58.65,31.35,1.1709531412252352
9577,2022-03-27 00:00:00,00:03:18,44647.0023,89.0,100.3,0.0,85.0,85.0,0.89,2.1,277.5,1.0725,60.0,2022-03-27 00:03:48,3/27/22,0:03:16,44647.00227,59.08,30.92,1.1656565948890742
9581,2022-03-27 00:00:00,00:05:19,44647.0037,89.0,100.3,0.0,85.0,85.0,0.87,1.1,291.5,1.0299999999999998,60.0,2022-03-27 00:05:49,3/27/22,0:05:16,44647.00366,59.51,30.490000000000002,1.1604728158624995
9585,2022-03-27 00:00:00,00:07:20,44647.0051,89.0,100.3,0.0,85.0,85.0,1.31,1.1,277.0,1.3966666666666667,60.0,2022-03-27 00:07:52,3/27/22,0:07:16,44647.00505,59.93,30.07,1.1555164630631038
9588,2022-03-27 00:00:00,00:10:36,44647.00737,89.0,100.3,0.0,85.0,85.0,1.73,0.9,255.5,1.73,60.0,2022-03-27 00:10:36,3/27/22,0:10:29,44647.00729,60.59,29.409999999999997,1.1479367709622978
9589,2022-03-27 00:00:00,00:11:06,44647.00771000001,89.0,100.3,0.0,85.0,85.0,1.59,0.9,275.0,1.59,60.0,2022-03-27 00:11:06,3/27/22,0:11:12,44647.00778,60.79,29.21,1.1456893965058028
9590,2022-03-27 00:00:00,00:13:11,44647.00916,89.0,100.3,0.0,85.0,85.0,1.0,0.9,280.0,1.08,60.0,2022-03-27 00:13:11,3/27/22,0:13:12,44647.00917,61.21,28.79,1.1410435375163075
9592,2022-03-27 00:00:00,00:14:59,44647.01041,89.0,100.3,0.0,85.0,85.0,1.17,0.9,257.0,1.0233333333333332,60.0,2022-03-27 00:15:59,3/27/22,0:15:12,44647.01056,61.65,28.35,1.1362819037468734
9595,2022-03-27 00:00:00,00:16:59,44647.0118,89.0,100.3,0.0,85.0,85.0,0.97,2.3,287.0,1.0675,60.0,2022-03-27 00:18:00,3/27/22,0:17:11,44647.01194,62.07,27.93,1.1318356487798877
9599,2022-03-27 00:00:00,00:19:02,44647.01322,89.0,100.3,0.0,85.0,85.0,1.55,2.3,264.5,1.4299999999999995,60.0,2022-03-27 00:20:03,3/27/22,0:19:11,44647.01333,62.5,27.5,1.1273819468663424
9603,2022-03-27 00:00:00,00:21:44,44647.0151,89.0,100.3,0.0,85.0,85.0,1.45,2.9,272.5,1.46,60.0,2022-03-27 00:21:44,3/27/22,0:21:29,44647.01493000001,62.95,27.049999999999997,1.1228259238599536
9605,2022-03-27 00:00:00,00:23:41,44647.01645,89.0,100.3,0.0,85.0,85.0,1.78,2.9,271.5,1.855,60.0,2022-03-27 00:23:41,3/27/22,0:23:30,44647.01632,63.37,26.630000000000003,1.1186687524683556
9607,2022-03-27 00:00:00,00:25:20,44647.0176,89.0,100.3,0.0,85.0,85.0,0.72,2.9,279.5,0.72,60.0,2022-03-27 00:25:20,3/27/22,0:25:16,44647.01755,63.79,26.21,1.114601922095554
9608,2022-03-27 00:00:00,03:33:15,44647.1481,78.7,100.3,0.0,85.0,85.0,1.69,1.2,311.0,1.42,60.0,2022-03-27 03:33:46,3/27/22,3:33:15,44647.1481,34.6,55.4,1.7610478387967206
9612,2022-03-27 00:00:00,03:35:15,44647.14949,78.6,100.3,0.0,85.0,85.0,1.3,1.6,305.5,1.3150000000000002,60.0,2022-03-27 03:35:46,3/27/22,3:35:15,44647.14949,35.03,54.97,1.7421442998398582
9616,2022-03-27 00:00:00,03:37:16,44647.15089,78.6,100.3,0.0,85.0,85.0,1.24,1.6,306.5,1.2125,60.0,2022-03-27 03:37:46,3/27/22,3:37:16,44647.15088,35.45,54.55,1.7241608657287175
9620,2022-03-27 00:00:00,03:39:32,44647.15246000001,78.6,100.3,0.0,85.0,85.0,1.72,1.9,305.5,1.4766666666666666,60.0,2022-03-27 03:40:02,3/27/22,3:39:29,44647.15243,35.87,54.13,1.7066356772490365
9623,2022-03-27 00:00:00,03:41:03,44647.15351,77.95,100.3,0.0,85.0,85.0,1.3,1.9,306.0,1.3225,60.0,2022-03-27 03:42:02,3/27/22,3:41:11,44647.15361,36.29,53.71,1.6895530459606867
9627,2022-03-27 00:00:00,03:43:03,44647.1549,77.3,100.3,0.0,85.0,85.0,1.21,1.9,307.5,1.2674999999999998,60.0,2022-03-27 03:44:02,3/27/22,3:43:11,44647.155,36.71,53.29,1.672898005074105
9631,2022-03-27 00:00:00,03:45:03,44647.15629,77.3,100.3,0.0,85.0,85.0,1.24,1.4,318.0,1.2225,60.0,2022-03-27 03:46:03,3/27/22,3:45:12,44647.15639,37.13,52.87,1.6566562686794035
9635,2022-03-27 00:00:00,03:47:03,44647.15768,77.3,100.3,0.0,85.0,85.0,1.19,1.4,308.0,1.205,60.0,2022-03-27 03:48:04,3/27/22,3:47:12,44647.15778,37.55,52.45,1.6408141937125378
9639,2022-03-27 00:00:00,03:49:04,44647.15908,76.2,100.3,0.0,85.0,85.0,1.21,1.8,306.5,1.2225,60.0,2022-03-27 03:50:04,3/27/22,3:49:12,44647.15917,37.97,52.03,1.6253587444466153
9643,2022-03-27 00:00:00,03:51:04,44647.16047,76.2,100.3,0.0,85.0,85.0,1.28,1.8,310.5,1.285,60.0,2022-03-27 03:52:04,3/27/22,3:51:12,44647.16056,38.39,51.61,1.6102774593149873
9647,2022-03-27 00:00:00,03:53:04,44647.16186,76.2,100.3,0.0,85.0,85.0,1.19,1.8,315.5,1.185,60.0,2022-03-27 03:54:05,3/27/22,3:53:11,44647.16194,38.81,51.19,1.5955584198894903
9651,2022-03-27 00:00:00,03:55:04,44647.16325,75.5,100.3,0.0,85.0,85.0,1.21,1.8,312.0,1.24,60.0,2022-03-27 03:56:05,3/27/22,3:55:11,44647.16333,39.23,50.77,1.5811902218523526
9655,2022-03-27 00:00:00,03:57:05,44647.16465,74.8,100.3,0.0,85.0,85.0,1.29,1.8,314.0,1.305,60.0,2022-03-27 03:58:05,3/27/22,3:57:11,44647.16472,39.64,50.36,1.5674920848938763
9659,2022-03-27 00:00:00,03:59:05,44647.16604,74.8,100.3,0.0,85.0,85.0,1.27,1.8,300.0,1.1625,60.0,2022-03-27 04:00:06,3/27/22,3:59:11,44647.16611000001,40.06,49.94,1.5537855525600701
9663,2022-03-27 00:00:00,04:01:05,44647.16743,74.8,100.3,0.0,85.0,85.0,1.12,1.8,307.5,1.16,60.0,2022-03-27 04:02:06,3/27/22,4:01:12,44647.1675,40.47,49.53,1.5407137972890113
9667,2022-03-27 00:00:00,04:03:06,44647.16882,74.15,100.3,0.0,85.0,85.0,1.13,1.8,308.0,1.1475,60.0,2022-03-27 04:04:06,3/27/22,4:03:12,44647.16889,40.89,49.11,1.5276297447871214
9671,2022-03-27 00:00:00,04:05:07,44647.17022,73.5,100.3,0.0,85.0,85.0,1.21,1.8,306.5,1.1825,60.0,2022-03-27 04:06:06,3/27/22,4:05:12,44647.17028,41.3,48.7,1.515147686049767
9675,2022-03-27 00:00:00,04:07:07,44647.17161000001,73.5,100.3,0.0,85.0,85.0,1.12,1.8,308.5,1.1124999999999998,60.0,2022-03-27 04:08:07,3/27/22,4:07:12,44647.17167,41.71,48.29,1.5029442885997102
9679,2022-03-27 00:00:00,04:09:07,44647.173,73.5,100.3,0.0,85.0,85.0,1.23,2.1,314.0,1.1375,60.0,2022-03-27 04:10:07,3/27/22,4:09:12,44647.17306,42.13,47.87,1.4907239152456948
9683,2022-03-27 00:00:00,04:11:08,44647.1744,72.1,100.3,0.0,85.0,85.0,1.15,2.1,313.5,1.13,60.0,2022-03-27 04:12:07,3/27/22,4:11:11,44647.17444,42.54,47.46,1.4790607310106891
9687,2022-03-27 00:00:00,04:13:08,44647.17579,72.1,100.3,0.0,85.0,85.0,1.09,2.1,314.5,1.125,60.0,2022-03-27 04:14:07,3/27/22,4:13:11,44647.17583,42.95,47.05,1.4676532009405345
9691,2022-03-27 00:00:00,04:15:08,44647.17718,72.1,100.3,0.0,85.0,85.0,1.05,2.1,316.5,1.08,60.0,2022-03-27 04:16:08,3/27/22,4:15:11,44647.17722,43.36,46.64,1.4564942998569999
9695,2022-03-27 00:00:00,04:17:08,44647.17857,72.1,100.3,0.0,85.0,85.0,1.13,2.1,314.0,1.1,60.0,2022-03-27 04:18:08,3/27/22,4:17:11,44647.17861,43.76,46.24,1.4458407120850778
9699,2022-03-27 00:00:00,04:19:09,44647.17997,70.8,100.3,0.0,85.0,85.0,1.01,2.1,307.0,1.0625,60.0,2022-03-27 04:20:09,3/27/22,4:19:12,44647.18,44.17,45.83,1.4351533827527725
9703,2022-03-27 00:00:00,04:21:09,44647.18136,70.8,100.3,0.0,85.0,85.0,1.1,2.1,303.5,1.12,60.0,2022-03-27 04:21:39,3/27/22,4:21:12,44647.18139,44.58,45.42,1.4246953083932237
9707,2022-03-27 00:00:00,04:23:09,44647.18275,70.8,100.3,0.0,85.0,85.0,1.09,2.1,301.5,1.12,60.0,2022-03-27 04:23:39,3/27/22,4:23:12,44647.18278,44.98,45.02,1.4147074746196675
9711,2022-03-27 00:00:00,04:25:09,44647.18414,70.1,100.3,0.0,85.0,85.0,1.09,2.1,301.5,1.1325,60.0,2022-03-27 04:25:39,3/27/22,4:25:12,44647.18417,45.39,44.61,1.404684791148371
9715,2022-03-27 00:00:00,04:27:10,44647.18554,69.4,100.3,0.0,85.0,85.0,1.08,2.1,303.5,1.0325,60.0,2022-03-27 04:27:40,3/27/22,4:27:12,44647.18556000001,45.79,44.21,1.3951108537482062
9719,2022-03-27 00:00:00,04:29:10,44647.18693,69.4,100.3,0.0,85.0,85.0,0.98,2.1,301.5,0.9975,60.0,2022-03-27 04:29:40,3/27/22,4:29:11,44647.18694,46.19,43.81,1.3857336209086475
9723,2022-03-27 00:00:00,04:31:10,44647.18832,69.4,100.3,0.0,85.0,85.0,1.11,2.1,297.5,1.0675,60.0,2022-03-27 04:31:41,3/27/22,4:31:11,44647.18833,46.59,43.41,1.3765482475826119
9727,2022-03-27 00:00:00,04:33:10,44647.18971000001,67.9,100.3,0.0,85.0,85.0,1.01,2.1,298.5,1.0425,60.0,2022-03-27 04:33:41,3/27/22,4:33:11,44647.18972,46.99,43.01,1.367550056969494
9731,2022-03-27 00:00:00,04:35:11,44647.19111,67.9,100.3,0.0,85.0,85.0,0.99,3.1,300.5,0.9975,60.0,2022-03-27 04:35:42,3/27/22,4:35:11,44647.19111,47.39,42.61,1.3587345334592706
9735,2022-03-27 00:00:00,04:37:12,44647.1925,67.9,100.3,0.0,85.0,85.0,0.97,3.1,306.5,0.98,60.0,2022-03-27 04:37:42,3/27/22,4:37:11,44647.1925,47.79,42.21,1.350097315931814
9739,2022-03-27 00:00:00,04:39:12,44647.19389,67.15,100.3,0.0,85.0,85.0,0.98,3.3,306.5,1.02,60.0,2022-03-27 04:39:42,3/27/22,4:39:12,44647.19389,48.19,41.81,1.3416341913907917
9743,2022-03-27 00:00:00,04:41:13,44647.19529,66.4,100.3,0.0,85.0,85.0,0.99,3.3,300.5,0.99,60.0,2022-03-27 04:41:42,3/27/22,4:41:12,44647.19528,48.58,41.42,1.3335463761734536
9747,2022-03-27 00:00:00,04:43:13,44647.19668,59.7,100.3,0.0,85.0,85.0,0.98,3.3,299.0,0.98,60.0,2022-03-27 04:43:13,3/27/22,4:43:12,44647.19667,48.97,41.03,1.325616539306183
9748,2022-03-27 00:00:00,04:48:06,44647.20008,344.85,100.3,0.0,85.0,85.0,0.32,3.1,295.5,0.335,60.0,2022-03-27 04:48:06,3/27/22,4:48:12,44647.20014,66.51,23.489999999999995,1.0903583743762697
9750,2022-03-27 00:00:00,04:49:07,44647.20078,342.7,100.3,0.0,85.0,85.0,0.54,3.0,297.0,0.48,60.0,2022-03-27 04:49:07,3/27/22,4:49:11,44647.20083,66.45,23.549999999999997,1.0908554394275536
9752,2022-03-27 00:00:00,04:51:02,44647.20211000001,342.7,103.2,21.5,85.0,85.0,1.16,3.0,298.5,0.58,60.0,2022-03-27 04:51:52,3/27/22,4:51:11,44647.20222,66.31,23.689999999999998,1.0920216832858478
9755,2022-03-27 00:00:00,04:53:32,44647.20385,341.45,104.0,24.9,85.0,85.0,0.31,3.0,300.0,0.3,60.0,2022-03-27 04:53:32,3/27/22,4:53:30,44647.20382,66.17,23.83,1.0931969574138947
9757,2022-03-27 00:00:00,04:55:13,44647.20502,340.2,104.0,24.9,85.0,85.0,0.28,2.8,311.0,0.3033333333333333,60.0,2022-03-27 04:56:03,3/27/22,4:55:12,44647.205,66.01,23.989999999999995,1.0945512408132179
9760,2022-03-27 00:00:00,04:57:44,44647.20676,337.7,104.0,24.9,85.0,85.0,0.31,2.8,300.0,0.325,60.0,2022-03-27 04:57:44,3/27/22,4:57:30,44647.2066,65.85,24.150000000000006,1.0959174406086378
9762,2022-03-27 00:00:00,04:59:24,44647.20792,337.7,104.0,24.9,85.0,85.0,0.31,3.0,299.5,0.305,60.0,2022-03-27 04:59:24,3/27/22,4:59:26,44647.20795,65.68,24.319999999999993,1.0973821585886308
9764,2022-03-27 00:00:00,05:01:04,44647.20908,335.3,104.0,24.9,85.0,85.0,0.29,3.0,299.5,0.2933333333333334,60.0,2022-03-27 05:01:54,3/27/22,5:01:12,44647.20917,65.5,24.5,1.0989478695469366
9767,2022-03-27 00:00:00,05:03:35,44647.21083,335.3,104.0,24.9,85.0,85.0,0.3,3.0,293.0,0.305,60.0,2022-03-27 05:03:35,3/27/22,5:03:29,44647.21076,65.31,24.689999999999998,1.100617220879945
9769,2022-03-27 00:00:00,05:05:15,44647.21199,335.3,104.0,24.9,85.0,85.0,0.32,3.1,289.5,0.32,60.0,2022-03-27 05:05:15,3/27/22,5:05:15,44647.21199,65.12,24.879999999999995,1.1023037916906213
9771,2022-03-27 00:00:00,05:06:56,44647.21315,334.1,104.0,24.9,85.0,85.0,0.37,3.1,287.0,0.3466666666666667,60.0,2022-03-27 05:07:46,3/27/22,5:07:11,44647.21333,64.92,25.08,1.104097860194111
9774,2022-03-27 00:00:00,05:09:27,44647.2149,331.7,104.0,24.9,85.0,85.0,0.36,3.3,290.5,0.345,60.0,2022-03-27 05:09:27,3/27/22,5:09:27,44647.2149,64.71,25.290000000000006,1.1060024563841924
9776,2022-03-27 00:00:00,05:11:07,44647.21606,330.5,104.0,24.9,85.0,85.0,0.28,3.3,295.5,0.30000000000000004,60.0,2022-03-27 05:11:57,3/27/22,5:11:11,44647.21611,64.5,25.5,1.1079285440824664
9779,2022-03-27 00:00:00,05:13:37,44647.2178,330.5,104.0,24.9,85.0,85.0,0.3,3.3,295.0,0.28500000000000003,60.0,2022-03-27 05:13:37,3/27/22,5:13:30,44647.21771,64.28,25.72,1.1099695803458265
9781,2022-03-27 00:00:00,05:15:18,44647.21896000001,328.2,104.0,24.9,85.0,85.0,0.31,3.1,290.0,0.33,60.0,2022-03-27 05:15:18,3/27/22,5:15:16,44647.21894,64.05,25.950000000000003,1.1121290118932272
9783,2022-03-27 00:00:00,05:16:59,44647.22013,328.2,104.0,24.9,85.0,85.0,0.34,3.1,294.0,0.35666666666666663,60.0,2022-03-27 05:17:49,3/27/22,5:17:12,44647.22028,63.81,26.189999999999998,1.1144104926214113
9786,2022-03-27 00:00:00,05:19:29,44647.22187,328.2,104.0,24.9,85.0,85.0,0.31,3.4,291.5,0.32,60.0,2022-03-27 05:19:29,3/27/22,5:19:30,44647.22188000001,63.57,26.43,1.1167209874899755
9788,2022-03-27 00:00:00,05:21:09,44647.22303,325.9,104.0,24.9,85.0,85.0,0.36,3.4,286.5,0.32666666666666666,60.0,2022-03-27 05:21:59,3/27/22,5:21:12,44647.22306,63.33,26.67,1.1190607586737604
9791,2022-03-27 00:00:00,05:23:40,44647.22477,325.9,104.0,24.9,85.0,85.0,0.38,3.4,286.0,0.41,60.0,2022-03-27 05:23:40,3/27/22,5:23:29,44647.22465,63.07,26.93,1.1216288578227187
9793,2022-03-27 00:00:00,05:25:21,44647.22594,323.7,104.0,24.9,85.0,85.0,0.37,3.4,288.5,0.355,60.0,2022-03-27 05:25:21,3/27/22,5:25:16,44647.22588,62.81,27.189999999999998,1.1242319745404536
9795,2022-03-27 00:00:00,05:27:01,44647.2271,323.7,104.0,24.9,85.0,85.0,0.3,3.4,290.0,0.33,60.0,2022-03-27 05:27:51,3/27/22,5:27:11,44647.22722,62.55,27.450000000000003,1.1268704607911981
9798,2022-03-27 00:00:00,05:29:31,44647.22884,322.65,104.0,24.9,85.0,85.0,0.35,3.4,284.5,0.35,60.0,2022-03-27 05:29:31,3/27/22,5:29:30,44647.22882,62.28,27.72,1.129648248088733
9800,2022-03-27 00:00:00,05:31:12,44647.23,321.6,104.0,24.9,85.0,85.0,0.38,3.4,284.0,0.34,60.0,2022-03-27 05:32:02,3/27/22,5:31:12,44647.23,62.01,27.990000000000002,1.1324649742796251
9803,2022-03-27 00:00:00,05:33:43,44647.23175,321.6,104.0,24.9,85.0,85.0,0.41,3.4,283.5,0.4,60.0,2022-03-27 05:33:43,3/27/22,5:33:30,44647.2316,61.73,28.270000000000003,1.1354275991282976
9805,2022-03-27 00:00:00,05:35:23,44647.23291,319.5,104.0,24.9,85.0,85.0,0.39,3.3,285.0,0.36,60.0,2022-03-27 05:35:23,3/27/22,5:35:26,44647.23295,61.44,28.560000000000002,1.1385411592057018
9807,2022-03-27 00:00:00,05:37:03,44647.23407,319.5,104.0,24.9,85.0,85.0,0.33,3.3,282.0,0.3533333333333333,60.0,2022-03-27 05:37:53,3/27/22,5:37:12,44647.23417,61.15,28.85,1.1417011710287799
9810,2022-03-27 00:00:00,05:39:33,44647.23581000001,318.45,104.0,24.9,85.0,85.0,0.45,3.6,273.0,0.405,60.0,2022-03-27 05:39:33,3/27/22,5:39:29,44647.23576,60.86,29.14,1.1449081850482026
9812,2022-03-27 00:00:00,05:41:15,44647.23698,317.4,104.0,24.9,85.0,85.0,0.44,3.6,267.0,0.465,60.0,2022-03-27 05:41:15,3/27/22,5:41:15,44647.23699,60.56,29.439999999999998,1.1482758455935707
9814,2022-03-27 00:00:00,05:42:55,44647.23814,317.4,104.0,24.9,85.0,85.0,0.43,3.6,268.0,0.4233333333333333,60.0,2022-03-27 05:43:45,3/27/22,5:43:11,44647.23833,60.26,29.740000000000002,1.1516950434693574
9817,2022-03-27 00:00:00,05:45:25,44647.23988,315.3,104.0,24.9,85.0,85.0,0.45,3.1,267.0,0.46,60.0,2022-03-27 05:45:25,3/27/22,5:45:27,44647.2399,59.95,30.049999999999997,1.1552830481095693
9819,2022-03-27 00:00:00,05:47:05,44647.24104,315.3,104.0,24.9,85.0,85.0,0.47,3.1,272.5,0.4566666666666666,60.0,2022-03-27 05:47:55,3/27/22,5:47:11,44647.24111,59.64,30.36,1.1589275109191413
9822,2022-03-27 00:00:00,05:49:36,44647.24278,313.4,104.0,24.9,85.0,85.0,0.43,3.0,267.0,0.425,60.0,2022-03-27 05:49:36,3/27/22,5:49:30,44647.24271000001,59.33,30.67,1.1626291823019954
9824,2022-03-27 00:00:00,05:51:17,44647.24395,313.4,104.0,24.9,85.0,85.0,0.4,3.0,265.5,0.4,60.0,2022-03-27 05:51:17,3/27/22,5:51:16,44647.24394,59.01,30.990000000000002,1.1665110830105947
9826,2022-03-27 00:00:00,05:52:57,44647.24511,313.4,104.0,24.9,85.0,85.0,0.38,3.0,264.5,0.39,60.0,2022-03-27 05:53:47,3/27/22,5:53:12,44647.24528,58.68,31.32,1.1705799110376114
9829,2022-03-27 00:00:00,05:55:27,44647.24685,311.5,104.0,24.9,85.0,85.0,0.39,3.5,263.0,0.4,60.0,2022-03-27 05:55:27,3/27/22,5:55:26,44647.24684,58.36,31.64,1.1745899792484191
9831,2022-03-27 00:00:00,05:57:08,44647.24801,305.8,104.0,24.9,85.0,85.0,0.38,3.5,269.0,0.38,60.0,2022-03-27 05:57:08,3/27/22,5:57:12,44647.24806000001,58.03,31.97,1.1787928865339488
9832,2022-03-27 00:00:00,23:46:59,44647.99097,66.9,103.8,9.6,85.0,85.0,0.37,4.8,107.0,0.39666666666666667,60.0,2022-03-27 23:47:49,3/27/22,23:28:18,44647.97799,72.01,17.989999999999995,1.051402616066843
