4/5/22,32:58.0,0.614270454
4/5/22,33:28.1,0.656846164
4/5/22,33:58.2,0.641479015
4/5/22,34:28.3,0.698879506
4/5/22,34:58.3,0.580332257
4/5/22,35:28.4,0.571945268
4/5/22,35:58.5,0.707600038
4/5/22,36:28.6,1.04480897
4/5/22,36:58.7,1.123168019
4/5/22,37:28.8,0.805961197
4/5/22,37:58.8,1.210219733
4/5/22,38:28.9,1.27492787
4/5/22,38:59.0,1.244280643
4/5/22,41:10.4,1.709585819
4/5/22,43:14.7,0.889476469
4/5/22,43:49.9,0.950579241
4/5/22,44:25.1,0.964808569
4/5/22,45:00.3,1.191173176
4/5/22,45:35.6,0.981348998
4/5/22,46:10.8,1.108790541
4/5/22,46:46.0,0.891521395
4/5/22,47:21.3,0.739344725
4/5/22,47:56.5,0.741492182
4/5/22,48:31.7,0.786531498
4/5/22,49:07.0,0.728414519
4/5/22,49:42.2,0.746189436
4/5/22,50:17.4,0.736761013
4/5/22,50:52.7,0.655243763
