datetime,fecha,windSp
44562.32917,1/1/22 7:54,6.8
44562.33264,1/1/22 7:59,6.3
44562.336110000004,1/1/22 8:04,7.1
44562.33958,1/1/22 8:09,5.4
44562.34306,1/1/22 8:14,5.8
44562.34653,1/1/22 8:19,7.4
44562.35,1/1/22 8:24,7.3
44562.35347,1/1/22 8:29,6.1
44562.35694,1/1/22 8:34,7.5
44562.36042,1/1/22 8:39,7.2
44562.36389,1/1/22 8:44,6.5
44562.367360000004,1/1/22 8:49,6.8
44562.37083,1/1/22 8:54,7.0
44562.37431,1/1/22 8:59,7.2
44562.37778,1/1/22 9:04,7.1
44562.38125,1/1/22 9:09,4.8
44562.38472,1/1/22 9:14,6.6
44562.38819,1/1/22 9:19,7.8
44562.39167,1/1/22 9:24,5.6
44562.39514,1/1/22 9:29,6.3
44562.398610000004,1/1/22 9:34,6.9
44562.40208,1/1/22 9:39,5.4
44562.40556,1/1/22 9:44,5.9
44562.40903,1/1/22 9:49,6.0
44562.4125,1/1/22 9:54,6.6
44562.41597,1/1/22 9:59,0.1
44562.41944,1/1/22 10:04,7.3
44562.42292,1/1/22 10:09,7.5
44562.43333,1/1/22 10:24,6.9
44562.43681,1/1/22 10:29,6.5
44562.44028,1/1/22 10:34,7.0
44562.44375,1/1/22 10:39,6.8
44562.44722,1/1/22 10:44,6.7
44562.45069,1/1/22 10:49,6.8
44562.45417,1/1/22 10:54,6.4
44562.45764,1/1/22 10:59,7.1
44562.461110000004,1/1/22 11:04,7.2
44562.46458,1/1/22 11:09,7.7
44562.46806,1/1/22 11:14,7.3
44562.47153,1/1/22 11:19,6.7
44562.475,1/1/22 11:24,6.9
44562.47847,1/1/22 11:29,6.6
44562.48194,1/1/22 11:34,7.2
44562.48542,1/1/22 11:39,7.6
44562.48889,1/1/22 11:44,7.0
44562.492360000004,1/1/22 11:49,4.4
44562.49583,1/1/22 11:54,7.0
44562.49931,1/1/22 11:59,6.6
44562.50278,1/1/22 12:04,5.4
44562.50625,1/1/22 12:09,5.1
44562.50972,1/1/22 12:14,7.2
44562.51319,1/1/22 12:19,6.9
44562.51667,1/1/22 12:24,6.5
44562.52708,1/1/22 12:39,5.5
44562.53056,1/1/22 12:44,7.0
44562.53403,1/1/22 12:49,5.2
44562.54444,1/1/22 13:04,5.0
44562.54792,1/1/22 13:09,0.1
44562.55139,1/1/22 13:14,5.8
44562.554860000004,1/1/22 13:19,0.1
44562.55833,1/1/22 13:24,6.5
44562.56181,1/1/22 13:29,7.0
44562.57222,1/1/22 13:44,7.5
44562.58264,1/1/22 13:59,6.7
44562.586110000004,1/1/22 14:04,7.6
44562.58958,1/1/22 14:09,7.4
44562.59306,1/1/22 14:14,7.0
44562.59653,1/1/22 14:19,7.3
44562.6,1/1/22 14:24,7.2
44562.60347,1/1/22 14:29,6.9
44562.60694,1/1/22 14:34,7.6
44562.61042,1/1/22 14:39,6.7
44562.61389,1/1/22 14:44,5.6
44562.617360000004,1/1/22 14:49,7.8
44562.63125,1/1/22 15:09,7.9
44562.63472,1/1/22 15:14,8.0
44562.63819,1/1/22 15:19,7.7
44562.64167,1/1/22 15:24,7.6
44562.64514,1/1/22 15:29,7.9
44562.648610000004,1/1/22 15:34,8.5
44562.65208,1/1/22 15:39,6.4
44562.65556,1/1/22 15:44,6.7
44562.65903,1/1/22 15:49,5.2
44562.6625,1/1/22 15:54,8.3
44562.66597,1/1/22 15:59,6.8
44562.66944,1/1/22 16:04,9.2
44562.67292,1/1/22 16:09,8.0
44562.67639,1/1/22 16:14,7.5
44562.679860000004,1/1/22 16:19,7.4
44562.68333,1/1/22 16:24,8.2
44562.68681,1/1/22 16:29,6.8
44562.69028,1/1/22 16:34,6.5
44562.69375,1/1/22 16:39,7.1
44562.69722,1/1/22 16:44,7.3
44562.70069,1/1/22 16:49,6.5
44562.70417,1/1/22 16:54,5.9
44562.70764,1/1/22 16:59,6.5
44562.711110000004,1/1/22 17:04,6.3
44562.71458,1/1/22 17:09,6.1
44562.71806,1/1/22 17:14,7.0
44562.72153,1/1/22 17:19,8.0
44562.725,1/1/22 17:24,7.6
44562.72847,1/1/22 17:29,9.2
44562.73194,1/1/22 17:34,5.6
44562.73542,1/1/22 17:39,5.9
44562.73889,1/1/22 17:44,7.3
44562.742360000004,1/1/22 17:49,8.9
44562.74583,1/1/22 17:54,6.2
44562.74931,1/1/22 17:59,7.3
44562.75278,1/1/22 18:04,5.0
44562.75625,1/1/22 18:09,5.9
44562.75972,1/1/22 18:14,8.3
44562.76319,1/1/22 18:19,8.4
44562.76667,1/1/22 18:24,6.6
44562.77014,1/1/22 18:29,7.4
44562.773610000004,1/1/22 18:34,8.7
44562.77708,1/1/22 18:39,4.7
44562.78056,1/1/22 18:44,8.3
44562.78403,1/1/22 18:49,5.3
44562.7875,1/1/22 18:54,3.0
44562.79097,1/1/22 18:59,6.6
44562.79444,1/1/22 19:04,7.7
44562.79792,1/1/22 19:09,6.7
44562.80139,1/1/22 19:14,7.3
44562.804860000004,1/1/22 19:19,7.8
44562.80833,1/1/22 19:24,6.6
44562.81181,1/1/22 19:29,6.0
44562.81528,1/1/22 19:34,6.7
44562.81875,1/1/22 19:39,7.7
44562.82222,1/1/22 19:44,6.2
44562.82569,1/1/22 19:49,8.3
44562.82917,1/1/22 19:54,5.0
44562.83264,1/1/22 19:59,6.4
44562.836110000004,1/1/22 20:04,5.7
44562.83958,1/1/22 20:09,5.4
44562.84306,1/1/22 20:14,5.8
44562.84653,1/1/22 20:19,6.3
44562.85,1/1/22 20:24,5.6
44562.85347,1/1/22 20:29,4.5
44562.85694,1/1/22 20:34,4.2
44562.86042,1/1/22 20:39,6.6
44562.86389,1/1/22 20:44,6.2
44562.867360000004,1/1/22 20:49,2.5
44562.87083,1/1/22 20:54,4.8
44562.87431,1/1/22 20:59,3.8
44562.87778,1/1/22 21:04,6.3
44562.88125,1/1/22 21:09,5.9
44562.88472,1/1/22 21:14,4.2
44562.88819,1/1/22 21:19,4.4
44562.89167,1/1/22 21:24,4.1
44562.89514,1/1/22 21:29,3.0
44562.898610000004,1/1/22 21:34,3.4
44562.90208,1/1/22 21:39,1.2
44562.90556,1/1/22 21:44,1.8
44562.90903,1/1/22 21:49,3.3
44562.91944,1/1/22 22:04,1.9
44562.92292,1/1/22 22:09,4.8
44562.92639,1/1/22 22:14,4.0
44562.929860000004,1/1/22 22:19,3.9
44562.93333,1/1/22 22:24,1.8
44562.93681,1/1/22 22:29,2.0
44562.94028,1/1/22 22:34,3.1
44562.94375,1/1/22 22:39,2.2
44562.94722,1/1/22 22:44,2.3
44562.95069,1/1/22 22:49,2.9
44562.961110000004,1/1/22 23:04,2.9
44562.96458,1/1/22 23:09,0.7
44562.96806,1/1/22 23:14,2.0
44562.97847,1/1/22 23:29,1.7
44562.98194,1/1/22 23:34,1.4
44562.98542,1/1/22 23:39,0.6
44562.98889,1/1/22 23:44,0.8
44562.99931,1/1/22 23:59,1.2
44563.00278,1/2/22 0:04,1.7
44563.00625,1/2/22 0:09,0.4
44563.00972,1/2/22 0:14,1.8
44563.01319,1/2/22 0:19,0.5
44563.01667,1/2/22 0:24,2.4
44563.02014,1/2/22 0:29,0.7
44563.023610000004,1/2/22 0:34,1.9
44563.03403,1/2/22 0:49,1.6
44563.0375,1/2/22 0:54,1.0
44563.04097,1/2/22 0:59,0.8
44563.04444,1/2/22 1:04,1.7
44563.04792,1/2/22 1:09,0.5
44563.05139,1/2/22 1:14,0.6
44563.054860000004,1/2/22 1:19,0.8
44563.05833,1/2/22 1:24,1.6
44563.06181,1/2/22 1:29,1.5
44563.06528,1/2/22 1:34,1.2
44563.06875,1/2/22 1:39,2.9
44563.07222,1/2/22 1:44,3.0
44563.08958,1/2/22 2:09,3.3
44563.09306,1/2/22 2:14,2.7
44563.09653,1/2/22 2:19,2.8
44563.1,1/2/22 2:24,2.6
44563.10347,1/2/22 2:29,3.6
44563.11389,1/2/22 2:44,2.8
44563.117360000004,1/2/22 2:49,3.1
44563.12083,1/2/22 2:54,3.5
44563.12431,1/2/22 2:59,4.5
44563.12778,1/2/22 3:04,4.4
44563.13125,1/2/22 3:09,4.7
44563.13472,1/2/22 3:14,4.5
44563.13819,1/2/22 3:19,6.5
44563.14167,1/2/22 3:24,7.2
44563.14514,1/2/22 3:29,5.8
44563.148610000004,1/2/22 3:34,4.1
44563.15208,1/2/22 3:39,5.4
44563.15556,1/2/22 3:44,5.5
44563.15903,1/2/22 3:49,4.1
44563.1625,1/2/22 3:54,4.2
44563.17292,1/2/22 4:09,3.8
44563.17639,1/2/22 4:14,4.9
44563.179860000004,1/2/22 4:19,4.6
44563.18333,1/2/22 4:24,4.2
44563.18681,1/2/22 4:29,4.0
44563.19028,1/2/22 4:34,3.8
44563.19375,1/2/22 4:39,3.4
44563.19722,1/2/22 4:44,3.5
44563.20069,1/2/22 4:49,3.1
44563.211110000004,1/2/22 5:04,3.4
44563.21458,1/2/22 5:09,3.5
44563.21806,1/2/22 5:14,3.2
44563.22153,1/2/22 5:19,4.0
44563.225,1/2/22 5:24,3.7
44563.22847,1/2/22 5:29,3.9
44563.23194,1/2/22 5:34,4.1
44563.23542,1/2/22 5:39,4.4
44563.23889,1/2/22 5:44,4.5
44563.242360000004,1/2/22 5:49,4.4
44563.24583,1/2/22 5:54,3.8
44563.24931,1/2/22 5:59,4.4
44563.25278,1/2/22 6:04,4.8
44563.25625,1/2/22 6:09,4.6
44563.25972,1/2/22 6:14,4.7
44563.27014,1/2/22 6:29,5.2
44563.273610000004,1/2/22 6:34,5.1
44563.27708,1/2/22 6:39,5.2
44563.28056,1/2/22 6:44,5.3
44563.28403,1/2/22 6:49,5.6
44563.2875,1/2/22 6:54,4.9
44563.29097,1/2/22 6:59,4.7
44563.29444,1/2/22 7:04,5.1
44563.29792,1/2/22 7:09,5.3
44563.30139,1/2/22 7:14,6.4
44563.304860000004,1/2/22 7:19,6.2
44563.30833,1/2/22 7:24,6.4
44563.31181,1/2/22 7:29,6.9
44563.31528,1/2/22 7:34,6.2
44563.31875,1/2/22 7:39,5.9
44563.32222,1/2/22 7:44,5.6
44563.32569,1/2/22 7:49,5.7
44563.32917,1/2/22 7:54,5.3
44563.33264,1/2/22 7:59,5.5
44563.336110000004,1/2/22 8:04,5.3
44563.33958,1/2/22 8:09,5.6
44563.35,1/2/22 8:24,5.2
44563.35347,1/2/22 8:29,5.5
44563.35694,1/2/22 8:34,5.6
44563.36042,1/2/22 8:39,6.0
44563.36389,1/2/22 8:44,6.1
44563.367360000004,1/2/22 8:49,6.5
44563.37083,1/2/22 8:54,6.9
44563.37431,1/2/22 8:59,6.4
44563.37778,1/2/22 9:04,6.5
44563.38125,1/2/22 9:09,6.6
44563.38472,1/2/22 9:14,6.5
44563.38819,1/2/22 9:19,6.7
44563.39167,1/2/22 9:24,6.8
44563.39514,1/2/22 9:29,6.4
44563.398610000004,1/2/22 9:34,5.8
44563.40208,1/2/22 9:39,6.4
44563.40556,1/2/22 9:44,6.0
44563.40903,1/2/22 9:49,6.5
44563.4125,1/2/22 9:54,6.8
44563.41597,1/2/22 9:59,7.5
44563.41944,1/2/22 10:04,7.3
44563.42292,1/2/22 10:09,7.9
44563.42639,1/2/22 10:14,0.1
44563.429860000004,1/2/22 10:19,7.4
44563.43333,1/2/22 10:24,7.6
44563.43681,1/2/22 10:29,7.8
44563.44028,1/2/22 10:34,7.9
44563.45069,1/2/22 10:49,8.8
44563.45417,1/2/22 10:54,9.0
44563.45764,1/2/22 10:59,8.4
44563.461110000004,1/2/22 11:04,8.5
44563.46458,1/2/22 11:09,8.4
44563.46806,1/2/22 11:14,8.1
44563.47153,1/2/22 11:19,7.6
44563.475,1/2/22 11:24,7.9
44563.47847,1/2/22 11:29,8.3
44563.492360000004,1/2/22 11:49,6.7
44563.49583,1/2/22 11:54,7.7
44563.49931,1/2/22 11:59,6.8
44563.50278,1/2/22 12:04,7.1
44563.50625,1/2/22 12:09,6.6
44563.50972,1/2/22 12:14,7.2
44563.51319,1/2/22 12:19,0.1
44563.51667,1/2/22 12:24,6.1
44563.52014,1/2/22 12:29,0.1
44563.523610000004,1/2/22 12:34,7.1
44563.52708,1/2/22 12:39,6.3
44563.53056,1/2/22 12:44,6.5
44563.53403,1/2/22 12:49,5.7
44563.5375,1/2/22 12:54,5.3
44563.54097,1/2/22 12:59,5.9
44563.54444,1/2/22 13:04,5.6
44563.54792,1/2/22 13:09,5.5
44563.55139,1/2/22 13:14,5.8
44563.554860000004,1/2/22 13:19,5.7
44563.55833,1/2/22 13:24,4.8
44563.57222,1/2/22 13:44,5.4
44563.57569,1/2/22 13:49,5.3
44563.57917,1/2/22 13:54,4.3
44563.58264,1/2/22 13:59,5.0
44563.586110000004,1/2/22 14:04,4.2
44563.58958,1/2/22 14:09,4.3
44563.59306,1/2/22 14:14,4.9
44563.59653,1/2/22 14:19,4.2
44563.6,1/2/22 14:24,3.2
44563.60347,1/2/22 14:29,3.5
44563.60694,1/2/22 14:34,2.5
44563.61042,1/2/22 14:39,3.7
44563.61389,1/2/22 14:44,2.9
44563.617360000004,1/2/22 14:49,2.6
44563.62083,1/2/22 14:54,2.2
44563.62431,1/2/22 14:59,1.7
44563.62778,1/2/22 15:04,3.2
44563.63125,1/2/22 15:09,3.3
44563.63472,1/2/22 15:14,2.2
44563.63819,1/2/22 15:19,3.4
44563.64167,1/2/22 15:24,2.6
44563.64514,1/2/22 15:29,3.4
44563.648610000004,1/2/22 15:34,3.9
44563.65208,1/2/22 15:39,3.6
44563.65556,1/2/22 15:44,2.8
44563.65903,1/2/22 15:49,3.0
44563.6625,1/2/22 15:54,1.6
44563.66597,1/2/22 15:59,2.2
44563.66944,1/2/22 16:04,1.5
44563.67292,1/2/22 16:09,2.1
44563.67639,1/2/22 16:14,1.5
44563.679860000004,1/2/22 16:19,2.5
44563.68333,1/2/22 16:24,2.6
44563.68681,1/2/22 16:29,3.0
44563.69028,1/2/22 16:34,2.4
44563.69375,1/2/22 16:39,2.9
44563.69722,1/2/22 16:44,4.0
44563.70069,1/2/22 16:49,1.7
44563.70417,1/2/22 16:54,2.4
44563.70764,1/2/22 16:59,3.0
44563.711110000004,1/2/22 17:04,5.6
44563.71458,1/2/22 17:09,1.7
44563.71806,1/2/22 17:14,4.7
44563.72153,1/2/22 17:19,2.8
44563.725,1/2/22 17:24,4.8
44563.72847,1/2/22 17:29,5.4
44563.73194,1/2/22 17:34,3.8
44563.73542,1/2/22 17:39,3.3
44563.73889,1/2/22 17:44,6.0
44563.742360000004,1/2/22 17:49,6.3
44563.74583,1/2/22 17:54,6.0
44563.74931,1/2/22 17:59,6.6
44563.75278,1/2/22 18:04,7.8
44563.75625,1/2/22 18:09,4.7
44563.75972,1/2/22 18:14,8.2
44563.76319,1/2/22 18:19,6.2
44563.76667,1/2/22 18:24,4.3
44563.77014,1/2/22 18:29,3.6
44563.773610000004,1/2/22 18:34,3.1
44563.77708,1/2/22 18:39,6.1
44563.78056,1/2/22 18:44,5.2
44563.78403,1/2/22 18:49,5.7
44563.7875,1/2/22 18:54,3.8
44563.79097,1/2/22 18:59,4.7
44563.79444,1/2/22 19:04,5.6
44563.79792,1/2/22 19:09,2.2
44563.80139,1/2/22 19:14,5.2
44563.804860000004,1/2/22 19:19,4.1
44563.80833,1/2/22 19:24,5.1
44563.81181,1/2/22 19:29,4.1
44563.81528,1/2/22 19:34,2.0
44563.81875,1/2/22 19:39,2.7
44563.82222,1/2/22 19:44,4.8
44563.82569,1/2/22 19:49,3.7
44563.82917,1/2/22 19:54,2.2
44563.83264,1/2/22 19:59,3.2
44563.836110000004,1/2/22 20:04,4.2
44563.83958,1/2/22 20:09,5.7
44563.84306,1/2/22 20:14,3.5
44563.85347,1/2/22 20:29,3.9
44563.85694,1/2/22 20:34,4.4
44563.86042,1/2/22 20:39,6.3
44563.86389,1/2/22 20:44,2.7
44563.867360000004,1/2/22 20:49,5.8
44563.87083,1/2/22 20:54,4.1
44563.87431,1/2/22 20:59,5.7
44563.87778,1/2/22 21:04,2.2
44563.88125,1/2/22 21:09,3.5
44563.88472,1/2/22 21:14,2.3
44563.88819,1/2/22 21:19,5.0
44563.89167,1/2/22 21:24,4.8
44563.89514,1/2/22 21:29,2.6
44563.898610000004,1/2/22 21:34,5.7
44563.90208,1/2/22 21:39,3.5
44563.90556,1/2/22 21:44,5.6
44563.90903,1/2/22 21:49,4.4
44563.9125,1/2/22 21:54,4.3
44563.91597,1/2/22 21:59,4.9
44563.91944,1/2/22 22:04,3.6
44563.92292,1/2/22 22:09,6.1
44563.92639,1/2/22 22:14,4.5
44563.929860000004,1/2/22 22:19,2.9
44563.93333,1/2/22 22:24,5.4
44563.93681,1/2/22 22:29,5.5
44563.94028,1/2/22 22:34,3.6
44563.94375,1/2/22 22:39,4.2
44563.94722,1/2/22 22:44,3.1
44563.95069,1/2/22 22:49,2.0
44563.95417,1/2/22 22:54,2.5
44563.95764,1/2/22 22:59,2.3
44563.961110000004,1/2/22 23:04,2.1
44563.96458,1/2/22 23:09,2.8
44563.975,1/2/22 23:24,2.8
44563.97847,1/2/22 23:29,1.8
44563.98194,1/2/22 23:34,2.0
44563.98542,1/2/22 23:39,2.5
44563.98889,1/2/22 23:44,4.4
44563.992360000004,1/2/22 23:49,2.3
44563.99583,1/2/22 23:54,3.3
44563.99931,1/2/22 23:59,2.8
44564.00278,1/3/22 0:04,1.8
44564.00625,1/3/22 0:09,3.6
44564.01667,1/3/22 0:24,4.4
44564.02708,1/3/22 0:39,4.0
44564.03056,1/3/22 0:44,4.7
44564.03403,1/3/22 0:49,4.4
44564.0375,1/3/22 0:54,3.7
44564.04097,1/3/22 0:59,4.3
44564.04444,1/3/22 1:04,2.9
44564.04792,1/3/22 1:09,3.7
44564.05139,1/3/22 1:14,5.1
44564.054860000004,1/3/22 1:19,5.4
44564.05833,1/3/22 1:24,3.4
44564.06181,1/3/22 1:29,3.3
44564.06528,1/3/22 1:34,4.0
44564.06875,1/3/22 1:39,3.4
44564.07222,1/3/22 1:44,3.8
44564.07569,1/3/22 1:49,4.5
44564.07917,1/3/22 1:54,5.0
44564.08264,1/3/22 1:59,4.9
44564.086110000004,1/3/22 2:04,5.7
44564.08958,1/3/22 2:09,3.5
44564.09306,1/3/22 2:14,4.4
44564.09653,1/3/22 2:19,4.3
44564.1,1/3/22 2:24,4.6
44564.10347,1/3/22 2:29,4.1
44564.10694,1/3/22 2:34,4.2
44564.11042,1/3/22 2:39,4.0
44564.11389,1/3/22 2:44,4.6
44564.117360000004,1/3/22 2:49,4.2
44564.12083,1/3/22 2:54,4.9
44564.12431,1/3/22 2:59,3.5
44564.12778,1/3/22 3:04,3.9
44564.13819,1/3/22 3:19,4.1
44564.14167,1/3/22 3:24,4.0
44564.14514,1/3/22 3:29,4.6
44564.148610000004,1/3/22 3:34,4.0
44564.15208,1/3/22 3:39,4.9
44564.15556,1/3/22 3:44,4.0
44564.15903,1/3/22 3:49,4.8
44564.1625,1/3/22 3:54,6.2
44564.16597,1/3/22 3:59,3.4
44564.16944,1/3/22 4:04,4.8
44564.179860000004,1/3/22 4:19,4.2
44564.18333,1/3/22 4:24,4.0
44564.18681,1/3/22 4:29,3.9
44564.19028,1/3/22 4:34,3.8
44564.19375,1/3/22 4:39,3.5
44564.19722,1/3/22 4:44,3.7
44564.20069,1/3/22 4:49,3.5
44564.20417,1/3/22 4:54,4.4
44564.20764,1/3/22 4:59,4.0
44564.211110000004,1/3/22 5:04,3.3
44564.21458,1/3/22 5:09,3.4
44564.21806,1/3/22 5:14,3.0
44564.22153,1/3/22 5:19,3.8
44564.225,1/3/22 5:24,2.7
44564.22847,1/3/22 5:29,3.1
44564.23194,1/3/22 5:34,3.8
44564.23542,1/3/22 5:39,3.3
44564.23889,1/3/22 5:44,2.8
44564.242360000004,1/3/22 5:49,2.7
44564.24583,1/3/22 5:54,2.2
44564.25625,1/3/22 6:09,2.2
44564.25972,1/3/22 6:14,2.0
44564.26319,1/3/22 6:19,2.2
44564.26667,1/3/22 6:24,2.0
44564.27014,1/3/22 6:29,1.3
44564.273610000004,1/3/22 6:34,2.3
44564.27708,1/3/22 6:39,1.8
44564.28056,1/3/22 6:44,1.7
44564.28403,1/3/22 6:49,2.2
44564.2875,1/3/22 6:54,2.0
44564.29097,1/3/22 6:59,1.5
44564.29444,1/3/22 7:04,1.7
44564.29792,1/3/22 7:09,2.0
44564.30139,1/3/22 7:14,2.1
44564.304860000004,1/3/22 7:19,2.5
44564.30833,1/3/22 7:24,3.0
44564.31181,1/3/22 7:29,2.1
44564.31528,1/3/22 7:34,3.2
44564.31875,1/3/22 7:39,3.3
44564.32222,1/3/22 7:44,3.8
44564.32569,1/3/22 7:49,3.4
44564.32917,1/3/22 7:54,3.7
44564.33264,1/3/22 7:59,3.3
44564.336110000004,1/3/22 8:04,3.5
44564.33958,1/3/22 8:09,3.9
44564.34306,1/3/22 8:14,3.4
44564.34653,1/3/22 8:19,3.3
44564.35,1/3/22 8:24,4.3
44564.35347,1/3/22 8:29,4.5
44564.35694,1/3/22 8:34,4.3
44564.36042,1/3/22 8:39,3.8
44564.36389,1/3/22 8:44,3.7
44564.367360000004,1/3/22 8:49,3.6
44564.37083,1/3/22 8:54,4.6
44564.37431,1/3/22 8:59,5.0
44564.37778,1/3/22 9:04,3.9
44564.38125,1/3/22 9:09,4.2
44564.38472,1/3/22 9:14,4.6
44564.38819,1/3/22 9:19,4.3
44564.39167,1/3/22 9:24,5.4
44564.39514,1/3/22 9:29,4.9
44564.398610000004,1/3/22 9:34,3.6
44564.4125,1/3/22 9:54,4.1
44564.41597,1/3/22 9:59,4.5
44564.41944,1/3/22 10:04,5.1
44564.42292,1/3/22 10:09,5.3
44564.42639,1/3/22 10:14,5.2
44564.429860000004,1/3/22 10:19,4.8
44564.44375,1/3/22 10:39,0.1
44564.44722,1/3/22 10:44,5.2
44564.45069,1/3/22 10:49,5.1
44564.45417,1/3/22 10:54,5.2
44564.45764,1/3/22 10:59,5.4
44564.461110000004,1/3/22 11:04,4.6
44564.46458,1/3/22 11:09,3.4
44564.46806,1/3/22 11:14,4.4
