,datetime,p2,wind
15762,44644.329860000005,2.45,6.7
15763,44644.33264,1.59,6.5
15764,44644.336110000004,0.82,6.8
15765,44644.33958,2.89,6.7
15766,44644.34306,0.77,7.2
15767,44644.34653,3.52,7.9
15768,44644.35,0.78,8.6
15769,44644.35347,0.61,8.5
15770,44644.35694,0.63,7.9
15771,44644.367360000004,0.59,9.5
15772,44644.37083,0.82,8.2
15773,44644.37431,2.1,9.1
15774,44644.37778,1.97,9.3
15775,44644.38125,1.63,10.1
15776,44644.38472,1.39,10.7
15777,44644.39514,0.94,11.6
15778,44644.398610000004,0.81,12.0
15779,44644.40903,1.1,10.2
15780,44644.4125,0.78,8.2
15781,44644.42292,0.81,9.8
15782,44644.49931,0.81,9.0
15783,44644.71181,6.86,6.8
15784,44644.715280000004,4.12,7.6
15785,44644.96806,1.31,6.9
15786,44644.97153,0.49,5.4
15787,44644.975,0.37,5.9
15788,44644.97847,0.42,5.5
15789,44644.98194,0.41,6.4
15790,44645.04097,0.56,6.2
15791,44645.05139,0.59,5.9
15792,44645.054860000004,0.57,5.0
15793,44645.05833,0.59,5.5
15794,44645.06181,0.55,5.1
15795,44645.07222,0.52,4.2
15796,44645.08264,0.45,4.2
15797,44645.097219999996,0.42,4.5
15798,44645.10069,0.7,4.0
15799,44645.10417,0.68,5.9
15800,44645.107639999995,0.67,5.8
15801,44645.111110000005,0.66,7.0
15802,44645.11458,0.64,7.1
15803,44645.11806,0.61,8.4
15804,44645.128469999996,0.65,8.8
15805,44645.13194,0.64,8.3
15806,44645.13542,0.67,8.4
15807,44645.138889999995,0.6,8.8
15808,44645.142360000005,0.62,7.6
15809,44645.14583,0.79,8.1
15810,44645.15625,0.89,7.5
15811,44645.159719999996,0.88,7.3
15812,44645.16319,0.89,8.2
15813,44645.16667,0.83,6.3
15814,44645.170139999995,0.79,7.1
15815,44645.173610000005,0.71,6.8
15816,44645.17708,0.72,6.7
15817,44645.18056,0.68,5.7
15818,44645.184030000004,0.71,6.1
15819,44645.1875,0.71,6.5
15820,44645.19792,0.92,5.8
15821,44645.201389999995,0.75,6.7
15822,44645.204860000005,0.66,5.9
15823,44645.20833,0.7,6.3
15824,44645.21181,0.63,5.9
15825,44645.215280000004,0.71,5.8
15826,44645.21875,0.68,6.1
15827,44645.222219999996,0.72,6.8
15828,44645.22569,1.23,5.5
15829,44645.22917,0.72,6.6
15830,44645.232639999995,0.73,6.1
15831,44645.236110000005,0.75,6.5
15832,44645.23958,0.72,6.9
15833,44645.24306,0.79,6.3
15834,44645.246530000004,0.78,6.8
15835,44645.25,0.74,7.5
15836,44645.253469999996,0.76,6.5
15837,44645.25694,0.71,7.1
15838,44645.26042,0.75,7.0
15839,44645.263889999995,0.81,6.4
15840,44645.267360000005,0.79,5.8
15841,44645.277780000004,0.98,5.0
15842,44645.28125,6.96,5.3
15843,44645.284719999996,7.23,4.8
15844,44645.28819,2.03,5.4
15845,44645.29167,1.52,4.4
15849,44645.31181,7.51,4.5
15850,44645.31528,3.22,6.3
15851,44645.31875,2.63,6.1
15852,44645.32222,2.74,5.1
15853,44645.33264,0.63,5.8
15854,44645.340280000004,0.61,6.4
15855,44645.34375,0.61,4.6
15856,44645.347219999996,0.69,5.1
15857,44645.35069,1.53,5.2
15858,44645.35417,1.44,4.8
15859,44645.357639999995,1.42,5.5
15860,44645.361110000005,0.86,4.9
15861,44645.36458,1.03,6.1
15862,44645.36806,1.22,5.9
15863,44645.371530000004,1.16,6.3
15864,44645.375,0.87,5.4
15865,44645.378469999996,0.84,6.5
15866,44645.38194,0.77,6.2
15867,44645.38542,1.07,5.6
15868,44645.388889999995,0.74,6.0
15869,44645.392360000005,0.79,5.6
15870,44645.39583,0.79,5.7
15871,44645.39931,0.79,5.3
15872,44645.402780000004,0.73,4.8
15873,44645.40625,0.73,4.7
15874,44645.409719999996,0.72,4.6
15875,44645.41319,7.71,4.0
15877,44645.420139999995,0.56,5.2
15878,44645.423610000005,0.49,4.6
15899,44645.496530000004,0.51,4.7
15961,44645.73194,6.41,6.3
16030,44645.98542,1.42,1.9
16031,44645.98889,0.93,1.8
16032,44645.992360000004,0.58,3.0
16033,44645.99583,1.97,2.8
16034,44645.99931,1.98,2.7
16035,44646.00278,2.25,2.0
16036,44646.00625,2.21,2.9
16037,44646.00972,1.84,2.2
16038,44646.01319,1.72,2.3
16039,44646.01667,1.82,2.2
16040,44646.02014,1.86,2.8
16041,44646.023610000004,1.66,3.1
16042,44646.02708,1.47,2.1
16043,44646.03056,1.44,3.0
16044,44646.03403,1.43,2.7
16045,44646.0375,1.45,2.5
16046,44646.04097,1.45,2.8
16047,44646.04444,1.46,2.7
16048,44646.04792,1.49,2.3
16049,44646.05139,1.5,2.7
16050,44646.054860000004,1.56,2.5
16051,44646.0625,1.39,1.8
16052,44646.065969999996,0.67,1.6
16064,44646.13542,0.62,2.0
16065,44646.138889999995,0.7,2.3
16066,44646.14931,0.64,2.7
16067,44646.152780000004,0.46,2.8
16068,44646.15625,0.56,3.0
16069,44646.159719999996,0.62,2.8
16070,44646.16319,0.57,2.9
16071,44646.16667,0.48,2.7
16072,44646.170139999995,0.51,2.9
16073,44646.173610000005,0.45,2.8
16074,44646.17708,0.46,2.7
16075,44646.18056,0.43,2.5
16076,44646.184030000004,0.45,2.7
16077,44646.1875,0.4,2.4
16078,44646.190969999996,0.38,2.9
16079,44646.19444,0.39,2.8
16080,44646.19792,0.38,2.7
16081,44646.201389999995,0.36,2.8
16082,44646.204860000005,0.4,2.6
16083,44646.20833,0.33,2.5
16084,44646.21181,0.38,2.4
16085,44646.215280000004,0.38,2.6
16086,44646.21875,0.39,2.9
16087,44646.222219999996,0.35,3.2
16088,44646.22569,0.41,3.3
16089,44646.22917,0.39,2.9
16090,44646.232639999995,0.42,2.8
16091,44646.236110000005,0.35,2.6
16092,44646.23958,0.32,2.7
16093,44646.24306,0.36,2.8
16094,44646.253469999996,0.31,3.0
16095,44646.25694,0.32,2.9
16096,44646.26042,0.31,3.3
16097,44646.263889999995,0.33,3.2
16098,44646.267360000005,0.38,3.0
16099,44646.27083,0.46,3.1
16100,44646.28056,0.63,3.1
16101,44646.28403,0.35,1.7
16102,44646.2875,0.31,2.4
16103,44646.29792,0.63,2.0
16104,44646.30139,0.32,1.7
16105,44646.31181,0.33,0.9
16106,44646.31528,0.63,1.2
16107,44646.31875,0.63,1.0
16108,44646.32222,0.3,1.9
16109,44646.32569,0.32,1.1
16110,44646.32917,0.4,1.4
16111,44646.33264,0.34,1.7
16112,44646.336110000004,0.37,1.9
16113,44646.33958,0.37,1.8
16114,44646.34306,0.4,1.5
16115,44646.34653,0.45,1.1
16116,44646.35,0.4,1.3
16117,44646.35347,0.29,1.5
16118,44646.35694,0.33,1.0
16119,44646.367360000004,0.39,1.2
16120,44646.37083,0.96,1.8
16121,44646.38125,0.89,1.5
16122,44646.38472,0.82,1.4
16123,44646.38819,0.74,1.6
16124,44646.39167,0.88,1.5
16125,44646.39514,0.48,1.8
16126,44646.398610000004,0.47,1.5
16127,44646.40208,0.45,1.7
16128,44646.4125,0.53,1.2
16129,44646.42292,0.46,1.2
16158,44646.54444,0.46,2.7
16235,44646.986110000005,0.58,4.5
16236,44646.98958,1.37,3.9
16237,44646.99306,0.74,1.5
16238,44646.996530000004,0.79,3.4
16239,44647.0,0.93,2.1
16240,44647.003469999996,1.04,1.1
16241,44647.00694,1.4,0.9
16242,44647.01042,1.66,2.3
16243,44647.013889999995,1.12,2.9
16244,44647.017360000005,1.72,2.5
16245,44647.02083,0.72,0.6
16269,44647.148610000004,3.62,1.6
16270,44647.15208,1.26,1.9
16271,44647.15556,1.35,1.4
16272,44647.15903,1.24,1.8
16273,44647.16944,1.22,1.8
16274,44647.17292,1.15,2.1
16275,44647.19028,1.09,3.1
16276,44647.19375,1.0,3.3
16277,44647.19722,1.0,3.1
16278,44647.20069,0.33,3.0
16279,44647.20417,0.5,2.8
16280,44647.20764,0.31,3.0
16281,44647.211110000004,0.3,3.1
16282,44647.21458,0.33,3.3
16283,44647.21806,0.32,3.1
16284,44647.22153,0.33,3.4
16285,44647.23194,0.35,3.3
16286,44647.23542,0.36,3.6
16287,44647.23889,0.43,3.1
16288,44647.242360000004,0.45,3.0
16289,44647.24583,0.41,3.5
16290,44647.24931,0.39,3.0
16291,44647.25278,0.88,3.5
16292,44647.25625,0.96,3.7
16293,44647.25972,0.48,3.5
16294,44647.26319,0.45,3.7
16295,44647.26667,0.71,3.6
16296,44647.27014,0.52,3.7
16297,44647.273610000004,0.48,3.3
16298,44647.27708,0.62,3.4
16299,44647.28056,0.43,3.6
16300,44647.28403,0.42,2.7
16301,44647.29444,0.52,3.3
16302,44647.29792,0.52,2.8
16303,44647.30139,0.47,3.0
16304,44647.304860000004,0.53,2.8
16305,44647.30833,0.62,2.7
16306,44647.31181,0.55,3.0
16307,44647.31528,0.69,3.4
16308,44647.31875,0.85,3.1
16309,44647.32222,1.09,4.0
16310,44647.32569,1.24,4.3
16311,44647.32917,1.26,3.5
16314,44647.33958,0.36,4.6
16315,44647.34306,0.57,5.0
16316,44647.35069,0.37,5.2
16317,44647.35417,0.43,4.9
16318,44647.357639999995,0.46,4.0
16319,44647.361110000005,0.52,4.9
16320,44647.36458,0.57,5.0
16321,44647.36806,0.51,5.3
16322,44647.371530000004,0.49,4.5
16323,44647.38194,0.65,5.5
16324,44647.38542,0.59,6.0
16325,44647.388889999995,1.03,5.8
16326,44647.392360000005,0.6,5.4
16327,44647.39583,1.39,5.6
16328,44647.39931,0.8,5.3
16329,44647.402780000004,0.71,5.2
16330,44647.40625,0.83,4.8
16331,44647.409719999996,1.22,5.1
16332,44647.41319,0.76,4.6
16333,44647.41667,0.45,3.9
16334,44647.434030000004,0.51,3.5
16353,44647.49931,0.51,4.4
16476,44647.99306,0.43,5.7
16477,44647.996530000004,0.62,6.3
16495,44648.08681,0.41,1.7
16496,44648.090280000004,0.49,1.5
16497,44648.09375,0.51,1.4
16498,44648.097219999996,0.47,1.6
16499,44648.10069,0.51,1.8
16500,44648.111110000005,0.56,1.3
16501,44648.11458,0.51,1.9
16502,44648.11806,0.49,0.9
16503,44648.121530000004,0.54,1.1
16504,44648.125,0.53,0.9
16505,44648.128469999996,0.54,1.8
16506,44648.13194,0.68,0.6
16507,44648.13542,0.49,1.5
16508,44648.138889999995,0.56,1.4
16509,44648.142360000005,0.59,1.3
16510,44648.14583,0.5,0.7
16511,44648.14931,1.07,0.5
16512,44648.152780000004,0.28,1.2
16513,44648.15625,0.28,1.3
16514,44648.159719999996,0.28,0.4
16515,44648.16319,0.25,1.3
16516,44648.16597,0.29,0.6
16517,44648.16944,0.34,0.7
16518,44648.17708,0.35,0.7
16519,44648.18056,0.38,0.6
16520,44648.190969999996,0.4,0.4
16521,44648.21181,0.41,1.3
16522,44648.22153,0.54,1.2
16523,44648.225,0.41,1.6
16524,44648.22847,4.62,1.9
16525,44648.23194,1.19,2.2
16526,44648.23542,1.37,2.1
16527,44648.23889,1.44,1.8
16528,44648.242360000004,1.38,2.1
16529,44648.24583,1.41,2.2
16530,44648.24931,1.33,1.7
16531,44648.26319,1.7,1.5
16532,44648.26667,1.73,1.4
16533,44648.27014,2.41,1.1
16534,44648.273610000004,2.11,1.3
16535,44648.27708,2.19,1.4
16536,44648.28056,1.17,1.1
16537,44648.28403,1.13,1.4
16538,44648.2875,1.75,1.0
16539,44648.29097,0.38,1.3
16540,44648.29444,0.32,1.1
16541,44648.29792,0.32,1.5
16542,44648.32222,0.39,2.1
16543,44648.32569,0.37,1.8
16544,44648.32917,0.34,2.6
16545,44648.33264,0.33,2.8
16546,44648.336110000004,0.42,2.4
16547,44648.33958,0.39,2.9
16548,44648.347219999996,0.68,2.3
16565,44648.423610000005,0.32,2.2
16586,44648.496530000004,0.32,5.4
16603,44648.554860000004,10.74,7.1
16631,44648.6625,5.11,3.8
16709,44648.954860000005,2.9,2.8
16710,44648.96181,1.48,3.5
16711,44648.965280000004,3.39,4.0
16712,44648.96875,3.08,1.7
16713,44648.972219999996,0.9,2.4
16714,44648.97569,3.15,1.6
16715,44648.97917,1.06,4.6
16787,44649.277780000004,0.63,0.3
16788,44649.28125,0.47,0.8
16789,44649.284719999996,0.54,1.4
16790,44649.28819,0.65,1.3
16812,44649.42708,1.17,1.8
16826,44649.496530000004,1.17,1.6
16887,44649.74931,5.51,1.3
16949,44649.986110000005,1.65,5.1
16950,44649.996530000004,0.48,5.2
16951,44650.0,1.1,4.2
16952,44650.01042,1.33,4.4
16953,44650.02083,1.59,5.6
16954,44650.02431,6.24,3.9
16955,44650.034719999996,0.78,4.0
16956,44650.03819,0.69,5.8
16957,44650.05208,0.6,5.0
16958,44650.05556,1.43,2.5
16959,44650.07222,0.91,3.4
16960,44650.07569,0.83,2.9
16961,44650.086110000004,0.93,2.1
16962,44650.08958,0.67,1.6
16963,44650.09306,0.43,0.7
16964,44650.10347,1.08,1.9
16965,44650.10694,0.83,2.6
16966,44650.13125,0.4,0.2
16979,44650.201389999995,0.68,1.4
16980,44650.204860000005,0.65,1.5
16981,44650.222219999996,0.69,1.4
16984,44650.232639999995,0.81,1.0
16985,44650.236110000005,0.97,1.6
16986,44650.23958,0.76,1.4
16987,44650.24306,0.82,1.7
16988,44650.253469999996,1.01,2.2
16989,44650.25694,1.21,2.4
16990,44650.267360000005,1.2,2.0
16991,44650.27083,1.06,2.6
16992,44650.27431,1.03,2.5
17024,44650.392360000005,0.52,7.4
17025,44650.39583,0.6,7.5
17026,44650.39931,0.55,6.4
17027,44650.402780000004,0.6,6.8
17028,44650.40625,0.71,6.5
17029,44650.409719999996,0.6,6.0
17030,44650.41319,0.66,6.3
17031,44650.41667,0.66,6.0
17033,44650.423610000005,0.66,5.6
17046,44650.50972,0.66,6.3
17047,44650.75625,3.73,5.0
17048,44650.97917,1.79,6.2
17049,44651.13472,0.5,0.9
17050,44651.13819,0.49,1.5
17051,44651.14167,0.49,1.6
17052,44651.14514,0.51,0.7
17053,44651.148610000004,0.43,2.4
17054,44651.15208,0.49,1.5
17055,44651.159719999996,0.46,2.0
17056,44651.16319,0.35,2.2
17057,44651.16597,0.31,1.7
17058,44651.16944,2.87,1.4
17059,44651.17292,0.98,0.5
17060,44651.17639,1.35,1.5
17061,44651.179860000004,0.85,1.4
17062,44651.18333,0.68,1.5
17063,44651.18681,0.61,0.9
17064,44651.32222,0.53,2.6
17065,44651.33264,0.63,2.3
17066,44651.336110000004,0.56,1.8
17067,44651.33958,1.67,1.7
17068,44651.34306,0.91,1.9
17069,44651.34653,0.83,1.6
17070,44651.35,0.73,2.1
17071,44651.35347,0.64,1.9
17072,44651.35694,0.69,2.1
17073,44651.36042,0.88,1.9
17074,44651.36389,0.97,2.0
17075,44651.367360000004,0.88,2.3
17076,44651.37083,0.87,2.5
17077,44651.42292,0.78,2.3
17078,44651.496530000004,0.78,2.6
17079,44651.72847,6.15,2.1
17080,44651.73194,4.56,1.9
17114,44652.179860000004,0.64,1.5
17115,44652.18333,0.4,1.1
17116,44652.18681,0.34,1.5
17117,44652.19028,0.45,1.7
17118,44652.19375,0.29,1.3
17132,44652.242360000004,1.71,0.9
17133,44652.24583,0.62,1.2
17134,44652.24931,0.52,0.8
17178,44652.42639,0.49,2.6
17197,44652.49931,0.49,3.5
17227,44652.628469999996,5.93,0.1
17321,44652.97847,0.48,5.7
17425,44653.42292,0.49,5.5
17446,44653.53819,0.49,4.6
17539,44653.97153,1.17,6.2
17540,44653.975,0.93,7.1
17578,44654.128469999996,0.53,4.5
17579,44654.13194,0.51,5.2
17580,44654.13542,0.46,6.3
17581,44654.138889999995,0.49,5.5
17582,44654.142360000005,0.45,6.1
17583,44654.152780000004,0.41,5.8
17650,44654.46875,0.38,8.3
17670,44654.54167,0.38,6.9
17778,44654.96875,2.07,3.8
17779,44654.972219999996,1.01,4.2
17782,44654.98889,1.33,5.5
17894,44655.465280000004,1.33,3.4
17916,44655.54097,1.33,1.9
17962,44655.72917,1.33,5.3
17965,44655.73958,1.88,4.5
17966,44655.74306,0.11,0.1
18025,44655.961110000004,1.69,10.7
18026,44655.96458,0.77,8.1
18027,44655.96806,0.72,7.1
18029,44655.975,0.91,5.8
18030,44655.97847,0.86,8.7
18072,44656.1625,0.9,3.3
18073,44656.16597,0.67,4.9
18074,44656.16944,0.96,2.7
18075,44656.17292,0.75,1.0
18076,44656.17639,1.0,1.3
18077,44656.179860000004,0.82,0.4
18078,44656.18333,0.91,1.0
18079,44656.18681,0.75,0.1
18080,44656.19028,0.7,2.3
18082,44656.19722,1.17,3.6
18083,44656.20069,0.71,4.0
18084,44656.20417,0.77,3.3
18085,44656.20764,0.86,1.5
18086,44656.211110000004,0.92,2.4
18087,44656.21458,0.82,2.3
18088,44656.225,0.72,2.2
18089,44656.22847,0.78,1.8
18090,44656.23194,0.59,4.0
18091,44656.23542,0.63,3.1
18092,44656.23889,0.73,4.4
18093,44656.242360000004,0.64,3.4
18094,44656.24583,0.69,3.9
18095,44656.24931,0.57,5.1
18096,44656.25278,0.61,4.6
18097,44656.25625,0.61,2.7
18098,44656.25972,0.71,4.6
18099,44656.26319,0.77,4.8
18100,44656.26667,0.65,4.7
18101,44656.27014,0.68,4.2
18102,44656.273610000004,0.55,4.3
18103,44656.27708,0.61,4.4
18104,44656.28056,0.55,4.8
18105,44656.28403,0.73,4.3
18106,44656.2875,0.9,3.8
18107,44656.29097,0.8,4.1
18122,44656.35694,0.68,4.3
18123,44656.36042,0.93,5.8
18124,44656.36389,1.18,3.9
18125,44656.367360000004,0.93,6.0
18126,44656.37083,0.72,5.6
18153,44656.46458,0.66,4.5
18173,44656.53819,0.66,4.8
18243,44656.972219999996,0.51,5.6
18244,44656.97569,0.62,5.4
18245,44657.31875,0.77,8.8
18246,44657.32222,0.98,7.6
18247,44657.32569,1.19,9.7
18248,44657.336110000004,1.11,9.8
18249,44657.34375,0.94,11.5
18250,44657.347219999996,1.15,9.7
18251,44657.35069,0.97,11.2
18252,44657.361110000005,0.95,10.2
18253,44657.36458,1.12,9.8
18254,44657.36806,1.4,11.1
18255,44657.371530000004,1.37,11.4
18256,44657.375,0.91,11.2
18257,44657.378469999996,1.13,11.7
18258,44657.38194,0.88,10.0
18259,44657.465280000004,0.88,11.7
18260,44657.55139,0.88,11.6
18261,44657.69028,4.65,9.8
18262,44657.69375,1.45,9.2
18263,44657.69722,3.03,9.5
18264,44657.965280000004,0.78,6.9
18265,44657.97569,0.69,8.4
18266,44658.28125,0.53,2.7
18267,44658.284719999996,0.53,2.5
18268,44658.28819,0.69,2.1
18269,44658.29167,0.51,2.5
18270,44658.295139999995,0.45,2.6
18271,44658.298610000005,0.41,2.7
18272,44658.30208,0.49,2.9
18273,44658.3125,0.44,2.9
18274,44658.315969999996,0.42,3.4
18275,44658.388889999995,0.65,5.5
18276,44658.39167,0.66,5.3
18277,44658.39514,0.58,5.7
18278,44658.40903,0.71,5.7
18279,44658.4125,0.58,5.2
18280,44658.41597,0.59,5.6
18281,44658.41944,0.62,5.8
18282,44658.42292,0.61,6.1
18283,44658.465280000004,0.7,6.2
18284,44658.53819,0.7,6.5
18292,44658.982639999995,1.43,7.1
18293,44658.986110000005,0.64,8.0
18294,44658.98958,0.49,6.8
18376,44659.32569,0.37,1.7
18377,44659.32917,0.3,2.2
18378,44659.33264,0.38,2.5
18379,44659.336110000004,0.37,2.6
18380,44659.33958,0.4,3.2
18381,44659.34306,0.44,3.3
18382,44659.34653,0.48,2.2
18383,44659.35,0.47,0.5
18384,44659.35347,0.41,0.6
18385,44659.36389,0.75,2.6
18386,44659.367360000004,0.76,2.4
18387,44659.37083,1.1,2.1
18388,44659.38125,0.68,1.3
18407,44659.465280000004,0.48,3.3
18426,44659.53819,0.48,3.8
18451,44659.628469999996,1.85,1.1
18452,44659.63194,0.82,1.0
18537,44659.972219999996,0.9,9.8
18538,44659.97569,0.29,5.5
18658,44660.46806,0.35,1.7
18688,44660.576389999995,0.35,5.7
18753,44660.97153,0.6,7.6
18839,44661.39583,1.31,5.6
18840,44661.39931,0.83,5.7
18841,44661.402780000004,0.84,5.5
18842,44661.40625,0.98,5.4
18843,44661.409719999996,0.92,4.7
18844,44661.41319,1.62,5.0
18845,44661.41667,0.88,4.7
18846,44661.42708,0.88,3.7
18848,44661.46458,1.11,3.1
18860,44661.53819,1.11,5.3
18923,44661.95833,1.36,7.0
18924,44661.96181,1.17,5.9
18925,44661.965280000004,1.13,5.2
18926,44661.96875,0.78,7.1
18927,44661.972219999996,0.9,5.8
18981,44662.18681,0.72,5.9
18982,44662.19444,0.86,4.7
18983,44662.19792,0.78,3.9
18984,44662.201389999995,0.71,5.9
18985,44662.204860000005,0.74,6.5
18986,44662.20833,0.56,6.3
19041,44662.465280000004,0.59,6.6
19059,44662.54167,0.59,7.8
19077,44662.76042,4.11,10.7
19112,44662.88542,3.38,6.9
19249,44663.46458,3.38,5.1
19269,44663.54167,3.38,4.3
19309,44663.753469999996,1.53,6.4
19367,44663.972219999996,0.63,9.9
19368,44663.97569,0.58,9.3
19481,44664.46806,0.58,3.9
19505,44664.55139,0.58,6.8
19537,44664.679860000004,5.5,6.4
19538,44664.68333,3.37,6.3
19604,44664.95764,0.75,6.3
19607,44664.96806,1.0,6.7
19611,44665.46458,1.07,5.9
19612,44665.5375,1.07,6.3
19613,44665.74931,3.79,4.7
19614,44665.75972,3.35,5.3
19627,44665.961110000004,0.86,2.7
19628,44665.96875,0.74,4.3
19742,44666.46458,0.57,2.1
19760,44666.54097,0.57,3.9
19868,44666.96806,0.7,7.1
19931,44667.25625,0.46,3.2
19932,44667.25972,0.44,6.0
19933,44667.26319,1.39,3.1
19934,44667.26667,1.0,6.1
19935,44667.27431,0.41,3.1
19973,44667.46458,0.44,1.1
19999,44667.58264,0.44,0.3
20097,44667.97847,0.36,6.7
20194,44668.46458,0.35,1.4
20204,44668.54167,0.35,0.3
20252,44668.753469999996,3.55,1.2
20311,44668.961110000004,0.26,1.6
20367,44669.273610000004,0.29,2.7
20368,44669.28403,0.33,1.7
20398,44669.46458,0.39,5.1
20407,44669.5375,0.39,0.3
20463,44669.76667,4.0,0.4
20464,44669.77014,1.49,1.0
20488,44669.99931,1.0,1.3
20489,44670.00278,0.65,1.1
20490,44670.00625,0.49,2.6
20491,44670.00972,0.41,2.9
20513,44670.13472,0.54,3.3
20514,44670.13819,0.64,3.1
20515,44670.14167,0.62,4.2
20516,44670.14514,0.68,4.0
20517,44670.148610000004,0.62,5.1
20518,44670.15208,0.73,4.6
20519,44670.15556,0.71,3.1
20520,44670.15903,1.07,6.4
20521,44670.1625,1.25,5.1
20522,44670.16597,0.88,3.8
20524,44670.17292,2.17,5.3
20525,44670.17639,0.75,5.2
20526,44670.179860000004,0.67,5.6
20527,44670.18333,0.68,4.7
20528,44670.18681,0.67,4.9
20529,44670.19028,0.69,5.3
20530,44670.19375,0.88,4.7
20531,44670.19722,1.13,7.1
20532,44670.20069,1.58,4.3
20533,44670.20417,0.88,7.1
20534,44670.20764,1.08,6.4
20535,44670.211110000004,0.78,7.1
20536,44670.21458,0.97,6.4
20537,44670.21806,1.06,3.8
20538,44670.22153,1.87,6.3
20539,44670.225,3.39,5.0
20540,44670.22847,0.9,5.3
20541,44670.23194,0.86,6.0
20542,44670.23542,0.88,4.5
20543,44670.23889,0.91,6.3
20544,44670.242360000004,1.83,4.4
20545,44670.24583,1.79,5.9
20546,44670.24931,1.03,4.7
20547,44670.25694,2.01,6.9
20548,44670.26042,1.1,6.1
20549,44670.26319,1.11,3.2
20550,44670.26667,1.12,4.7
20551,44670.27014,0.93,3.1
20552,44670.273610000004,1.04,5.3
20553,44670.27708,3.23,5.0
20554,44670.28056,2.15,2.8
20555,44670.28403,1.27,5.7
20556,44670.2875,2.06,3.6
20557,44670.29097,2.09,1.2
20558,44670.29444,1.04,2.9
20559,44670.29792,1.06,1.0
20560,44670.30139,1.08,0.4
20561,44670.304860000004,0.92,2.6
20562,44670.30833,1.0,2.7
20563,44670.31181,1.41,0.6
20564,44670.31528,1.03,2.4
20565,44670.31875,1.25,2.2
20566,44670.32222,1.68,1.4
20567,44670.32569,0.85,2.3
20568,44670.32917,2.0,1.4
20569,44670.33264,2.07,0.7
20598,44670.465280000004,2.75,0.3
20611,44670.5375,2.75,1.0
20705,44670.95417,12.69,4.5
20706,44670.95764,2.09,4.3
20707,44670.961110000004,0.99,4.9
20709,44670.96806,1.13,3.9
20710,44670.97153,0.98,5.1
20711,44670.975,1.04,5.6
20712,44670.97847,1.33,4.9
20713,44670.98194,1.21,5.6
20714,44670.98542,1.22,5.4
20715,44670.98889,1.69,5.2
20716,44670.992360000004,2.08,4.0
20733,44671.06181,3.46,5.4
20734,44671.06528,0.96,7.0
20735,44671.06875,0.96,5.2
20736,44671.07222,0.99,6.4
20737,44671.07569,1.02,4.4
20738,44671.07917,1.02,6.6
20739,44671.08264,1.02,4.6
20740,44671.086110000004,1.01,6.8
20741,44671.08958,0.99,5.1
20742,44671.09306,0.98,5.0
20743,44671.09653,1.0,6.7
20744,44671.1,1.04,5.9
20745,44671.10347,1.1,5.8
20746,44671.10694,1.23,5.4
20749,44671.117360000004,1.13,3.7
20750,44671.12083,1.0,5.4
20751,44671.12431,1.0,5.1
20752,44671.12778,0.91,5.0
20753,44671.13125,1.14,5.9
20754,44671.13472,1.12,5.1
20755,44671.13819,0.97,4.9
20756,44671.14167,1.06,4.4
20757,44671.14514,0.97,3.7
20767,44671.179860000004,1.06,4.5
20768,44671.18333,2.67,6.6
20769,44671.18681,0.86,3.2
20772,44671.19722,0.99,3.9
20774,44671.20417,1.23,4.0
20775,44671.20764,1.07,3.6
20776,44671.211110000004,1.26,3.4
20777,44671.21458,1.08,3.8
20778,44671.21806,0.89,4.7
20779,44671.22153,1.05,4.2
20780,44671.23194,0.88,3.4
20781,44671.23542,0.82,3.7
20782,44671.24583,0.83,4.0
20783,44671.24931,0.82,3.7
20784,44671.25278,0.92,3.2
20785,44671.25625,0.82,4.3
20786,44671.25972,1.12,3.3
20787,44671.26319,0.94,4.2
20788,44671.26667,0.82,3.7
20789,44671.27014,1.6,3.8
20790,44671.273610000004,2.04,3.2
20791,44671.27708,1.77,5.5
20792,44671.28056,3.44,4.3
20805,44671.32569,0.76,3.0
20806,44671.32917,0.77,2.6
20807,44671.33264,0.84,1.7
20808,44671.336110000004,0.9,1.8
20809,44671.33958,0.79,2.9
20810,44671.35,0.59,2.9
20811,44671.35347,0.51,2.2
20812,44671.35694,0.47,2.8
20813,44671.36042,0.72,2.9
20814,44671.36389,0.63,2.6
20815,44671.367360000004,0.78,2.9
20816,44671.37083,0.84,2.5
20817,44671.38125,1.26,2.9
20818,44671.38472,0.91,3.2
20819,44671.38819,0.82,2.7
20820,44671.39167,0.85,2.5
20821,44671.39514,0.94,2.9
20822,44671.398610000004,0.82,3.0
20823,44671.40903,0.95,2.7
20824,44671.4125,0.93,3.8
20825,44671.420139999995,1.04,4.3
20826,44671.423610000005,1.16,4.6
20827,44671.42708,1.17,4.7
20828,44671.429860000004,1.46,4.9
20829,44671.43333,1.39,5.0
20834,44671.46458,0.85,5.8
20875,44671.82569,0.49,10.5
20876,44671.96458,1.81,4.7
20877,44671.96806,1.49,6.5
20878,44671.97569,1.5,5.9
20879,44671.97917,1.36,6.2
20880,44671.982639999995,1.4,8.5
20881,44671.98542,1.44,8.1
20882,44671.98889,1.42,10.1
20883,44671.99931,1.06,9.4
20884,44672.00694,1.91,8.1
20885,44672.01042,1.52,9.3
20886,44672.013889999995,1.71,10.4
20887,44672.01667,1.39,8.6
20888,44672.02708,1.35,8.2
20889,44672.03056,1.16,10.9
20890,44672.03403,1.23,10.2
20891,44672.0375,1.16,10.3
